"","Plant_species","Id","Pollinator_species","Interaction","Unique_id","Locality","Latitude","Longitude","Order_all","Family_all","Genus_all","Species_all","Subspecies","Sex_or_flower_type","Breeding_system","Breeding_system_info","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","Compatibility","Self_compatible_author","Self_compatible_reference","Self_compatible_doi","Compatibility_genus","Info_level","Asexual_reproduction","Asexual_reproduction_type","Agamospermy/apomixis (yes/no/some_populations)","Flower_colour","Flower_morphology","Flower_symmetry","Corolla_diameter_mean","Corolla_diameter_min","Corolla_diameter_max","Corolla_length_mean","Corolla_length_min","Corolla_length_max","Tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_N","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","References","Reference_info","DOI","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n"
"139","Psidium cattleianum","11_5_kaiser_bunbury_2017_seychelles_rosebelle.csv","Apis mellifera",24,"kaiser_bunbury_2010_16.csv","Black River Gorges National Park, Mauritius",-20.452076,57.443254,"Myrtales","Myrtaceae","Psidium","Psidium cattleyanum","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","NA","NA","fidalgo & kleinert 2009","journal: new zealand journal of botany"," https://doi.org/10.1080/0028825x.2009.9672712 ","NA","flower","yes","suckers","NA","white","brush","actinomorphic","20","15","25","5","NA","NA","NA","5","NA","NA","NA","NA","126.9","NA","NA","22.5","13","shrub","perennial","2","4","3","NA; NA; NA; fidalgo & kleinert 2009","online: https://www.cabi.org/; online: https://keyserver.lucidcentral.org/; online: https://plants.jstor.org/; journal: new zealand journal of botany","NA","NA","NA"," https://doi.org/10.1080/0028825x.2009.9672712 ","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"140","Asphodelus fistulosus","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asparagales","Asphodelaceae","Asphodelus","Asphodelus fistulosus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","8.5","5","12","1.5","NA","NA","NA","5.5","5","6","NA","NA","NA","NA","NA","NA","NA","NA","annual_short_lived_perennial","NA","0.8","0.4","boatwright 2012; NA","journal: south african journal of botany; online: https://bie.ala.org.au/","https://doi.org/10.1016/j.sajb.2011.11.008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"141","Cistus crispus","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Malvales","Cistaceae","Cistus","Cistus crispus","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","brandt & gottsberger 1988","journal: lagascalia","NA","NA","flower","NA","NA","NA","pink","dish","actinomorphic","32.5","25","40","5.5","NA","NA","NA","3.5","2","5","NA","NA","49","NA","NA","NA","2","shrub","perennial","NA","0.6","0.3","NA; NA","online: https://flowers.mossimpact.co.uk/ *flower size*; online: https://www.guiaverde.com/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"142","Cistus ladanifer","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Malvales","Cistaceae","Cistus","Cistus ladanifer","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","NA","self_incompatible","guzman, narbona & vargas 2015","journal: plant biosystems","http://dx.doi.org/10.1080/11263504.2013.801369","NA","flower","NA","NA","no","pink","dish","actinomorphic","64","55","70","8.5","NA","NA","NA","0.25","0","0.5","NA","NA","1038","NA","NA","NA","NA","shrub","perennial","1","2.5","1.75","NA","journal: plant systematics and evolution; online: http://www.efloras.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"143","Echium plantagineum","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Boraginales","Boraginaceae","Echium","Echium plantagineum","NA","bisexual","hermaphrodite","NA","low","quantitative","NA","0.2","NA","self_incompatible","vivarelli 2007","journal: journal of apicultutal research","https://doi.org/10.1080/00218839.1992.11101267; http://amsdottorato.unibo.it/324/1/complete_for_web_def.pdf","NA","flower","yes","NA","NA","purple","tube","zygomorphic","24","18","30","25","20","30","25","35","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","perennial","0.2","1.5","0.8","guitian et al 1993; NA; NA","journal: anales del jardín botánico de madrid; online: https://www.cabi.org; online: http://www.flora.sa.gov.au/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"144","Lavandula pedunculata","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Lamiales","Lamiaceae","Lavandula","Lavandula pedunculata","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","1","NA","NA","5.5","NA","NA","5","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","shrub","perennial","0.28999999999999998","0.6","0.44500000000000001","NA; NA; NA","online: http://www.floraiberica.es/; online: http://www.nzpcn.org.nz/ *ovule number, all lamiaceae the same*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"145","Lavatera cretica","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Malvales","Malvaceae","Malva","Malva multiflora","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","pink","bowl","actinomorphic","40","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","9","7","11","NA","NA","herb","annual_biennial","0.4","1.2","0.8","NA; NA","online: http://www.malvaceae.info/; online: http://beta.floranorthamerica.org/ *ovule number*; online: http://www.mahmiyat.ps/ *hermaphrodite*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"146","Teucrium fruticans","12_1_bartomeus_spain_2008_Aznalcazar_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","partially_self_compatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","bowl","zygomorphic","9","NA","NA","20","15","25","NA","22","NA","NA","NA","NA","4","NA","NA","NA","NA","shrub","perennial","NA","2.5","1.25","NA; ojeda & diez 1992; NA","online: http://www.maltawildplants.com/; journal: plant systematics and evolution *style length*; book: dendrology: cones, flowers, fruits & seeds","NA","10.1007/BF00937734","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"147","Ranunculus sp.","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Ranunculales","Ranunculaceae","Ranunculus","Ranunculus sp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"148","Thapsia villosa","12_10_bartomeus_spain_2008_Lasmulas_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Apiales","Apiaceae","Thapsia","Thapsia villosa","NA","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","10","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","herb","perennial","NA","2","1","NA","online: https://sites.google.com/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"149","Andryala integrifolia","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Andryala","Andryala integrifolia","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","yellow","capitulum","actinomorphic","14.5","14","15","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.12","0.8","0.46","murrell & sell 1996","book: flora of great britain and ireland volume","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"150","Arctotheca calendula","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Arctotheca","Arctotheca calendula","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","NA","online: https://www.cal-ipc.org/","NA","NA","capitulum","NA","NA","NA","yellow","capitulum","actinomorphic","37.5","20","55","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","NA","0.3","0.15","NA; NA","online: https://keyserver.lucidcentral.org/; online: https://ucjeps.berkeley.edu/ *capitulum size*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"151","Astragalus lusitanicus","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Fabales","Fabaceae","Erophaca","Erophaca baetica","NA","separated & bisexual","andromonoecious","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","papilionaceous","zygomorphic","30","NA","NA","15","NA","NA","NA","14","NA","NA","NA","NA","9.6","NA","NA","1.8","50","herb","perennial","NA","1","0.5","casimiro-soriguer, herrera & talavera  2012; NA","journal: plant biology; online: https://www.floravascular.com/","https://doi.org/10.1111/j.1438-8677.2012.00648.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"152","Calendula arvensis","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Calendula","Calendula arvensis","NA","bisexual","hermaphrodite","NA","medium","quantitative","74.2","NA","NA","self_compatible","clavijo 2005","journal: acta oecologica","10.1016/j.actao.2005.03.004","NA","capitulum","NA","NA","NA","yellow","capitulum","actinomorphic","25","20","30","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual_biennial","NA","0.5","0.25","NA; NA","online: https://www.flower-db.com/ *capitulum size*; online: https://worldoffloweringplants.com/ *height*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"153","Carduus sp.","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Carduus","Carduus sp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"154","Convolvulus arvensis","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Solanales","Convolvulaceae","Convolvulus","Convolvulus arvensis","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","westwood, tominaga & weller 1997","journal: the journal of heredity"," https://doi.org/10.1093/oxfordjournals.jhered.a023137 ","NA","flower","yes","rhizomes","no","white","campanulate","actinomorphic","22.5","20","25","15","20","25","NA","10","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","perennial","0.5","2","1.25","weaver&riley 1982; gonzález&gianoli 2004; NA","journal: canadian journal of plant sciences; journal: acta oecologica; online: http://www.missouriplants.com/ *style length and ovule number*","NA","https://doi.org/10.4141/cjps82-066","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"155","Leontodon sp.","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Leontodon","Leontodon sp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"156","Linaria viscosa","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Lamiales","Plantaginaceae","Linaria","Linaria viscosa","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","yellow","tube","zygomorphic","7","NA","NA","25","20","30","25","4.5","4","5","NA","NA","NA","NA","NA","NA","NA","NA","annual","NA","0.7","0.35","NA; NA; girbal, peña & saez 2000; blanca, cueto & fuentes 2017","online: http://www.rjb.csic.es/; online: https://www.floravascular.com/; journal: oai *flower size*; journal: phytotaxa *style length based on a close relative*","NA","NA","NA","https://doi.org/10.11646/phytotaxa.298.3.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"157","Linum bienne","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Malpighiales","Linaceae","Linum","Linum bienne","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","murray 1986","journal: botanical gazette"," https://doi.org/10.1086/337599 ","NA","flower","NA","NA","NA","purple","dish","actinomorphic","35","30","40","11","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","biennial_short_lived_perennial","0.06","0.6","0.33","NA; NA; NA","online: http://www.efloras.org/; online: https://flowers.mossimpact.co.uk/ *flower size*; online: http://dev.semanticfna.org/ *style length and ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"158","Lupinus angustifolius","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Fabales","Fabaceae","Lupinus","Lupinus angustifolius","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_compatible","langridge & goodman 1977; NA","journal: australian journal of experimental agriculture and animal husbandry; book: agriculture handbook","https://doi.org/10.1071/EA9770319; NA","NA","flower","NA","NA","NA","purple","papilionaceous","zygomorphic","12.5","10","15","12.5","NA","NA","NA","NA","NA","NA","NA","NA","4","4","NA","NA","NA","herb","annual","0.3","0.6","0.45","NA; NA","online: http://www.herbiguide.com.au/ *flower size*; online: http://www.luontoportti.com; online: http://floracostaricensis.myspecies.info/ *ovule number, minimum number 4*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"159","Phlomis purpurea","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Lamiales","Lamiaceae","Phlomis","Phlomis purpurea","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","magrach, molina & bartomeus 2019","journal: preprint biorxiv","10.1101/629931","NA","flower","NA","NA","NA","purple","tube","zygomorphic","17.5","NA","NA","17.5","15","20","10.5","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","perennial","0.5","1","0.75","NA; takhtajan; NA","online: http://www.luontoportti.com/; book: flowering plants; online: http://www.plantasyhongos.es/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"160","Taraxacum vulgare","12_11_bartomeus_spain_2008_Niebla_unp.csv","Andrena flavipes",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Taraxacum","Taraxacum campylodes","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","NA","online: https://uses.plantnet-project.org/","NA","NA","capitulum","NA","NA","NA","yellow","capitulum","actinomorphic","30","NA","NA","8.5","NA","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.3","0.15","NA; hickey 1981; hickey 1981","online: https://keyserver.lucidcentral.org/; book: 100 families of flowering plants *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"161","Cistus libanotis","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv","Apis mellifera",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Malvales","Cistaceae","Cistus","Cistus libanotis","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","talavera et al., 2001","journal: international journal of plant sciences","10.1086/319573","NA","flower","NA","NA","NA","white","dish","actinomorphic","30","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","22","NA","NA","NA","NA","shrub","perennial","0.6","1.5","1.05","talavera et al., 2000; herrera 1992","journal: international journal of plant sciences; journal: lant systematics and evolution *ovule number*","https://doi.org/10.1086/319573","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"162","Diplotaxis virgata","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv","Apis mellifera",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Brassicales","Brassicaceae","Diplotaxis","Diplotaxis virgata","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","yellow","campanulate","actinomorphic","10","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","1","2","NA","NA","herb","annual","0.1","1.2","0.65","blanca et a.,2009; padulosi & pignone 1996","book:flora vascular of andalucia oriental; report of a workshop","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"163","Spartium junceum","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv","Apis mellifera",13,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Fabales","Fabaceae","Spartium","Spartium junceum","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","487","self_incompatible","galloni & cristofolini 2002","journal: plant systematics and evolution","10.1007/s00606-002-0270-5","NA","flower","NA","NA","no","yellow","papilionaceous","zygomorphic","25","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","16.899999999999999","15.5","18.3","NA","NA","shrub","perennial","NA","3","1.5","galloni & cristofolini 2003; herrera 1999","journal: plant systematics and evolution; journal: international journal of plant sciences","https://doi.org/10.1007/s00606-002-0270-5","10.1086/314183","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"164","Ulex australis","12_12_bartomeus_spain_2008_PinaresdeHinojos_unp.csv","Apis mellifera",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Fabales","Fabaceae","Ulex","Ulex parviflorus","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","471","self_incompatible","magrach, molina & bartomeus 2019; herrera 1987","journal: preprint biorxiv; journal: annals of the missouri botanical garden","10.1101/629931; 10.2307/2399263","NA","flower","NA","NA","NA","yellow","papilionaceous","zygomorphic","2.5","NA","NA","7.25","6.5","9","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","shrub","perennial","NA","2","1","NA; uso et al., 2008","journal: mathematical biosciences","NA","https://doi.org/10.1016/j.mbs.2018.01.005","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"165","Chamaemelum fuscatum","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv","Ancistrocerus gazella",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Asterales","Asteraceae","Chamaemelum","Chamaemelum fuscatum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white_yellow","capitulum","actinomorphic","25","20","30","2.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.05","0.35","0.2","NA","online: http://www.efloras.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"166","Halimium commutatum","12_13_bartomeus_spain_2008_Pinodelcuervo_unp.csv","Ancistrocerus gazella",0,"bartomeus_2015.csv","donana np, spain",37.23316,-6.555236,"Malvales","Cistaceae","Halimium","Halimium commutatum","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","100","self_incompatible","diaz barradas, zunzunegui & garcia novo 1999; magrach, molina & bartomeus 2019","journal: folia geobotanica; journal: preprint biorxiv","10.2307/2399263; 10.1101/629931","NA","flower","NA","NA","no","yellow","dish","actinomorphic","20","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","shrub","perennial","1","2","1.5","herrera 1992; diaz barradas, zunzunegui & garcia novo 1999","journal: plant systematics and evolution; journal: folia geobotanica","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
