"","Species_all","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Eigenval"
"1353","Stellaria graminea","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",10,5,9.5,9.5,2,3,60,"herb","Perennial",0.3,0.00100017192700248
"1354","Stellaria longifolia","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","none",35.6374598521649,"Open","actinomorphic",20,5,9,9,1.1,1,60,"herb","Perennial",0.25,0.00100086230459646
"1355","Stellaria longipes","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",40,3,9.1,9.1,2,2.25,60,"herb","Perennial",0.2,0.00100043982384963
"1356","Stellaria palustris","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","none",33.8261148460464,"Open","actinomorphic",3,1,16,16,3.2,3,60,"herb","Perennial",0.37,0.000984515591918521
"1357","Stellaria uchiyamana","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","none",35.267462601107,"Open","actinomorphic",15,1,10,10,2,0.75,60,"herb","Perennial",0.45,0.000984472899457674
"1358","Stellaria uliginosa","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","none",36.2653100385604,"Open","actinomorphic",10,1,6,6,2,0.75,60,"herb","Perennial",0.15,0.000985859465268735
"1359","Stellaria yunnanensis","Caryophyllales","Caryophyllaceae","Stellaria","Hermaphrodite","self_compatible","none",35.1322109502957,"Open","actinomorphic",40,5,10.5,10.5,2,4.5,60,"herb","Perennial",0.2,0.000982565851193717
"1360","Stellera chamaejasme","Malvales","Thymelaeaceae","Stellera","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",1000,25,30,6,18,3,31.12,"herb","Perennial",0.35,0.000281240620060035
"1361","Stenactis annua","Asterales","Asteraceae","Stenactis","Hermaphrodite","self_compatible","high",88,"Capitulum","actinomorphic",10,5,31.12,31.12,8,2.2,200,"herb","Short lived",0.9,0.0047165240694288
"1362","Stenanthium gramineum","Liliales","Melanthiaceae","Stenanthium","Hermaphrodite","self_compatible","none",21.8973907998904,"Open","actinomorphic",150,150,45,15,7.5,0.6,21,"herb","Perennial",0.9,2.82597375287947e-05
"1363","Stephanandra incisa","Rosales","Rosaceae","Stephanandra","Hermaphrodite","self_compatible","none",18.6084186392532,"Open","actinomorphic",75,20,20,4.5,2,2,2,"shrub","Perennial",1.25,0.000540432756470027
"1364","Stillingia lineata","Malpighiales","Euphorbiaceae","Stillingia","Monoecious","monoecious","none",0,"Tube","actinomorphic",450,15,5,1,1,1,3,"shrub","Perennial",4.1,0.000430663270277577
"1365","Strophostyles helvula","Fabales","Fabaceae","Strophostyles","Hermaphrodite","self_compatible","high",67.2029744246892,"Papilionaceous","zygomorphic",15,1,12.1,12.1,10.1,10,10,"vine","Short lived",2,0.000773814632453973
"1367","Stylidium graminifolium","Asterales","Stylidiaceae","Stylidium","Hermaphrodite","partially_self_compatible","low",13,"Tube","actinomorphic",25,25,50,10,7.5,5,117.6,"herb","Perennial",0.5,0.00464080765893054
"1368","Stylosanthes biflora","Fabales","Fabaceae","Stylosanthes","Hermaphrodite","self_compatible","high",59.9879636727864,"Papilionaceous","zygomorphic",10,1,8.1,8.1,9,9.5,2,"herb","Perennial",2.4,0.000644104643473127
"1369","Stylosanthes hamata","Fabales","Fabaceae","Stylosanthes","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",5,1,4.5,4.5,4.5,4.5,2.5,"herb","Short lived",0.75,0.000643990868608071
"1370","Succisa pratensis","Dipsacales","Caprifoliaceae","Succisa","Dioecious","self_compatible","none",0,"Capitulum","actinomorphic",450,50,25,3.5,2.95087094300328,8,-63.4528410941345,"herb","Perennial",0.65,0.00348240962423826
"1371","Suriana maritima","Fabales","Surianaceae","Suriana","Hermaphrodite","self_compatible","low",20,"Open","actinomorphic",200,1,20,20,3,4,10,"shrub","Perennial",2.5,0.000639616225736292
"1372","Swertia bimaculata","Gentianales","Gentianaceae","Swertia","Hermaphrodite","self_compatible","medium",36.4,"Open","actinomorphic",10,25,70,22.5,5,5,73.3,"herb","Short lived",1.15,0.00158160962750826
"1373","Swertia forrestii","Gentianales","Gentianaceae","Swertia","Hermaphrodite","self_compatible","none",22.6064635518262,"Open","actinomorphic",10,10,35,17.5,6.84457619285905,0.5,73.3,"herb","Perennial",0.225,0.00157821477049548
"1374","Symphoricarpos orbicularis","Dipsacales","Caprifoliaceae","Symphoricarpos","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",1429.10039479443,25,20,2.5,4,1.5,2,"shrub","Perennial",1,0.00336655413242367
"1375","Symphyotrichum anomalus","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,4,25,25,7,5,70,"herb","Perennial",1.2,0.0185456198223981
"1376","Symphyotrichum cordifolium","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",50,15,50,15.5,5,5,28.5,"herb","Perennial",0.7,0.0189914378287292
"1377","Symphyotrichum ericoides","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,15,50,12,8.1,3.8,28.5,"herb","Perennial",0.5,0.0192476047124024
"1378","Symphyotrichum lanceolatum","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",150,10,90,28.1,8,5,28.5,"herb","Perennial",1.3,0.0192801445151279
"1379","Symphyotrichum lateriflorum","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","low",13,"Capitulum","actinomorphic",50,15,50,12,4,5,30,"herb","Perennial",0.6,0.0197637871024075
"1380","Symphyotrichum nova-angliciae","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,25,60,28,21.1,4,70,"herb","Perennial",0.75,0.0184201465147464
"1381","Symphyotrichum turbinellum","Asterales","Asteraceae","Symphyotrichum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,5,27.1,27.1,20.1,5,34.5,"herb","Perennial",0.68,0.0178684705191548
"1382","Symplocos microcalyx","Ericales","Symplocaceae","Symplocos","Hermaphrodite","self_incompatible","none",0,"Brush","actinomorphic",1000,15,10,10,5.22229811869185,3,8,"shrub","Perennial",2,0.00128444127244473
"1383","Symplocos paniculata","Ericales","Symplocaceae","Symplocos","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",7000,15,9,9,4.97900947244478,3,8,"shrub","Perennial",2,0.00128603331753667
"1384","Syngonanthus caulescens","Poales","Eriocaulaceae","Syngonanthus","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",10,1,5,2,1,0.5,2,"herb","Perennial",0.14,5.82447652021136e-05
"1385","Syzygium commersonii","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","none",29.6809658877082,"Open","actinomorphic",1855.10421803857,250,37.399245475903,15.4020078155559,11.6951393989119,7.03384024146565,32,"shrub","Perennial",0.5,0.00020091174889952
"1386","Syzygium coriaceum","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","high",39.6839567290051,"Open","actinomorphic",500,25,33.8149131507283,13.0700668160026,10.3142424369615,6.67336401593741,32,"herb","Perennial",1.3615785916688,0.000200473691363496
"1387","Syzygium glomeratum","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","none",20.0055672628489,"Brush","actinomorphic",1000,25,49.8215751035753,9.78041832301386,7.84619819058437,1,15,"tree","Perennial",5,0.000199713668887155
"1388","Syzygium jambos","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","medium",72.5,"Brush","actinomorphic",1000,25,150,75,75,40,60,"tree","Perennial",9.5,0.000203055381840464
"1389","Syzygium mauritianum","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","low",13,"Brush","actinomorphic",8217.60796240579,5,80,19.1,20,15.25,32,"tree","Perennial",4.5,0.000198812844002949
"1390","Syzygium petrinense","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","none",19.5114234094386,"Brush","actinomorphic",7365.75562340321,100,49.2135446344492,10.5622383681853,8.32732439530176,5.83155064874191,32,"tree","Perennial",4.84907381989494,0.000197801999731081
"1391","Syzygium venosum","Myrtales","Myrtaceae","Syzygium","Hermaphrodite","self_compatible","none",18.0198421945686,"Brush","actinomorphic",2500,35,50,16,14.6507359773869,12.5,18,"tree","Perennial",4.5,0.000193548808744872
"1392","Syzygium wrightii","Myrtales","Myrtaceae","Syzygium","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,75,20,3.2,10,13,35,"tree","Perennial",17,0.000193399974106554
"1393","Tabernaemontana persicarifolia","Gentianales","Apocynaceae","Tabernaemontana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1300.6447962459,10,44.2721493641413,19.2093992259285,10.3787688897923,5.28057509054662,80,"herb","Perennial",1.53339580951895,0.00163121927732217
"1394","Taenidia integerrima","Apiales","Apiaceae","Taenidia","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",250,250,100,3,3,2,1.1,"herb","Perennial",0.6,0.00433087302568437
"1395","Talinum fruticosum","Caryophyllales","Talinaceae","Talinum","Hermaphrodite","self_compatible","high",94,"Open","actinomorphic",15,5,20,20,7,1.2,50,"herb","Perennial",0.75,0.00107074610351443
"1396","Tamarindus indica","Fabales","Fabaceae","Tamarindus","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",5000,15,40,20,20,5,14,"tree","Perennial",19.1,0.000655250785100906
"1397","Tambourissa peltata","Laurales","Monimiaceae","Tambourissa","Dioecious","dioecious","none",0,"Open","zygomorphic",25,1,15.5,15.5,8,0.4,450,"tree","Perennial",13.5,1.62439418475718e-06
"1398","Taraxacum arctogenum","Asterales","Asteraceae","Taraxacum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,22.5,22.5,19,10,45,"herb","Perennial",0.25,0.00651683462004932
"1399","Taraxacum campylodes","Asterales","Asteraceae","Taraxacum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,29.1,29.1,8.5,12,45,"herb","Perennial",0.15,0.0065628791106974
"1400","Taraxacum mongolicum","Asterales","Asteraceae","Taraxacum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",2,2,32.5,32.5,12.0479691173085,6,45,"herb","Perennial",0.15,0.00659608267113021
"1401","Taraxacum phymatocarpum","Asterales","Asteraceae","Taraxacum","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,22.5,22.5,15.1,10,45,"herb","Perennial",0.165,0.00647662650789971
"1403","Tephrosia virginiana","Fabales","Fabaceae","Tephrosia","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",15,15,40,17.5,17.5,9.5,8,"herb","Perennial",0.45,0.000763502695717029
"1404","Ternstroemia crassifolia","Ericales","Pentaphylacaceae","Ternstroemia","Monoecious","partially_self_compatible","low",1.6,"Open","actinomorphic",8470.42910415512,15,30,15,10,0.5,3.12,"tree","Perennial",5.74363900995177,0.00119505116333621
"1405","Tetradium glabrifolium","Sapindales","Rutaceae","Tetradium","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2500,200,150,3,3,0.5,9,"tree","Perennial",12.5,0.000275346255244256
"1406","Tetramerium nervosum","Lamiales","Acanthaceae","Tetramerium","Hermaphrodite","self_compatible","medium",54.2,"Tube","zygomorphic",10,10,35,11,14.1,14,4,"herb","Perennial",0.15,0.00239481864931295
"1407","Teucrium canadense","Lamiales","Lamiaceae","Teucrium","Hermaphrodite","self_compatible","high",43.0572664222157,"Open","zygomorphic",40,40,30,3.5,8,15,4,"herb","Perennial",0.5,0.00284657759192754
"1408","Teucrium fruticans","Lamiales","Lamiaceae","Teucrium","Hermaphrodite","partially_self_compatible","none",24.7887324513695,"Open","zygomorphic",200,15,50,9,19.1,22,4,"shrub","Perennial",1.25,0.00283799063569654
"1409","Thalia geniculata","Zingiberales","Marantaceae","Thalia","Hermaphrodite","self_compatible","high",47.5597081286021,"Open","zygomorphic",50,10,5,5,9.5,4,3,"herb","Perennial",1.75,5.04552530151349e-05
"1410","Thalictrum dasycarpum","Ranunculales","Ranunculaceae","Thalictrum","Dioecious","dioecious","none",0,"Brush","actinomorphic",650,650,120,3,5,4,12,"shrub","Perennial",1.2,9.50855583177844e-05
"1411","Thalictrum delavayi","Ranunculales","Ranunculaceae","Thalictrum","Hermaphrodite","self_compatible","none",21.7454281681343,"Open","actinomorphic",300,50,200,19.1,2.1,4,18.5,"herb","Perennial",1.3,9.45222645091521e-05
"1412","Thalictrum rostellatum","Ranunculales","Ranunculaceae","Thalictrum","Hermaphrodite","self_compatible","none",35.4383564927039,"Open","actinomorphic",150,30,20,5,1,3,5.5,"herb","Perennial",0.5,9.55011305123899e-05
"1413","Thapsia villosa","Apiales","Apiaceae","Thapsia","Monoecious","self_compatible","none",20.7557982758312,"Open","actinomorphic",250,250,10,10,2,0.5,1,"herb","Perennial",1,0.00410428875252953
"1417","Thymelaea hirsuta","Malvales","Thymelaeaceae","Thymelaea","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",400,3,11,3.75,2.5,0.25,1,"shrub","Perennial",1.5,0.000281518771623957
"1418","Thymophylla pentachaeta","Asterales","Asteraceae","Thymophylla","Hermaphrodite","self_compatible","none",30.5741375367368,"Open","actinomorphic",10,1,8.5,8.5,5.5,3,120,"herb","Perennial",0.2,0.0716684907613874
"1419","Thymus mastichina","Lamiales","Lamiaceae","Thymus","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,15,55,3,14,20,4,"shrub","Perennial",0.4,0.00305739787586789
"1420","Tibetia himalaica","Fabales","Fabaceae","Tibetia","Hermaphrodite","self_compatible","high",63.0734922466614,"Papilionaceous","zygomorphic",1,1,8,8,2.5,1,80.7062617086063,"herb","Perennial",0.829607605364707,0.000832490242562164
"1421","Tibouchina fraterna","Myrtales","Melastomataceae","Tibouchina","Hermaphrodite","self_compatible","low",0,"Open","actinomorphic",150,4,100,30,5,15,78.77,"shrub","Perennial",2.21942381246154,0.000219202878846738
"1422","Tilia americana","Malvales","Malvaceae","Tilia","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5000,5,90,12,11,5,10,"tree","Perennial",30,0.000307113423706469
"1423","Tillandsia didisticha","Poales","Bromeliaceae","Tillandsia","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,25,4,17.5,8.1,131,"herb","Perennial",0.15,5.27594202912531e-05
"1424","Timonius sechellensis","Gentianales","Rubiaceae","Timonius","Dioecious","dioecious","none",0,"Tube","actinomorphic",100,5,3,3,6.5,6,4,"tree","Perennial",6,0.00167427064389047
"1425","Tiquilia darwinii","Boraginales","Boraginaceae","Tiquilia","Hermaphrodite","self_compatible","none",37.5478422124012,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.5,4,"herb","Perennial",0.1,0.00192963237493717
"1426","Tiquilia fusca","Boraginales","Boraginaceae","Tiquilia","Hermaphrodite","self_compatible","none",37.5470698090715,"Tube","actinomorphic",30,5,1.5,1.5,1.5,0.5,4,"herb","Perennial",0.1,0.0019376323840992
"1427","Tococa nitens","Myrtales","Melastomataceae","Tococa","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1000,20,60,22,5,12.1,239.83,"shrub","Perennial",3.25,0.00022542077588878
"1428","Toddalia asiatica","Sapindales","Rutaceae","Toddalia","Dioecious","dioecious","none",0,"Open","actinomorphic",750,30,4.9,3.1,1,2,2,"vine","Perennial",8.5,0.000275901586654634
"1429","Torilis japonica","Apiales","Apiaceae","Torilis","Hermaphrodite","self_compatible","high",55.4715583208977,"Open","zygomorphic",80,80,100,5,1,0.1,4,"herb","Short lived",0.475,0.00408593124737282
"1430","Tournefortia psilostachya","Boraginales","Boraginaceae","Tournefortia","Hermaphrodite","self_compatible","low",24.6,"Tube","actinomorphic",4083.63619045315,50,90,5,5,1,4,"tree","Perennial",0.3,0.00197956257950128
"1431","Tournefortia pubescens","Boraginales","Boraginaceae","Tournefortia","Hermaphrodite","self_compatible","low",9.7,"Tube","actinomorphic",500,100,90,3.26,3.91,1,3.1,"shrub","Perennial",2.5,0.00197417223382475
"1432","Tournefortia rufo-sericea","Boraginales","Boraginaceae","Tournefortia","Hermaphrodite","self_compatible","high",80,"Tube","actinomorphic",933.339954046609,40,60,4,5,1,4,"shrub","Perennial",1.5,0.00196858890467006
"1433","Toxicodendron pubescens","Sapindales","Anacardiaceae","Toxicodendron","Hermaphrodite","self_compatible","none",18.2725630764721,"Open","actinomorphic",75,75,35,2.1,0.6,0.5,1,"shrub","Perennial",0.75,0.000237189138204609
"1436","Tradescantia virginiana","Commelinales","Commelinaceae","Tradescantia","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3,3,35,35,10,3,6,"herb","Perennial",0.15,4.57464701813177e-05
"1437","Trema orientalis","Rosales","Cannabaceae","Trema","Dioecious","dioecious","none",0,"Open","actinomorphic",12411.4252534232,15,15,3.5,3.5,2.1,1,"tree","Perennial",7.5,0.000536031601752293
"1438","Tribulus cistoides","Zygophyllales","Zygophyllaceae","Tribulus","Hermaphrodite","self_compatible","medium",36,"Open","actinomorphic",30,1,25,25,0.5,4,17.5,"herb","Short lived",2.8,0.000378484435484584
"1439","Trifolium arvense","Fabales","Fabaceae","Trifolium","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",100,45,20,2,5,4,4,"herb","Short lived",0.25,0.000879180779540581
"1440","Trifolium campestre","Fabales","Fabaceae","Trifolium","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",150,30,12,3,4.75,1,4,"herb","Short lived",0.15,0.000874926676635722
"1441","Trifolium dubium","Fabales","Fabaceae","Trifolium","Hermaphrodite","self_compatible","high",100,"Papilionaceous","actinomorphic",100,15,20,8.5,8.5,1,2,"herb","Short lived",0.27,0.000871974242805594
"1442","Trifolium hybridum","Fabales","Fabaceae","Trifolium","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",500,40,25,4,7.5,2.5,2,"herb","Short lived",0.45,0.000895964281410934
"1443","Trifolium pratense","Fabales","Fabaceae","Trifolium","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",200,30,60,6.75,15,7,2.5,"herb","Perennial",0.325,0.000887454770970959
"1444","Trifolium reflexum","Fabales","Fabaceae","Trifolium","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",150,30,35,4.5,9,3,12,"herb","Short lived",0.35,0.000898707261338048
"1445","Trifolium repens","Fabales","Fabaceae","Trifolium","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",75,25,15,3,9,3,4,"herb","Perennial",0.2,0.000894499623508268
"1447","Trigonotis brevipes","Boraginales","Boraginaceae","Trigonotis","Hermaphrodite","self_compatible","none",27.8533990403693,"Open","actinomorphic",30,10,6,3,1.31942892617061,0.1,4,"herb","Perennial",0.2,0.0020402940727394
